iso3,country_name,year,start_date,start_date_accuracy,end_date,end_date_accuracy,event_name,hazard_category,hazard_category_name,hazard_sub_category,hazard_sub_category_name,hazard_type,hazard_type_name,hazard_sub_type,hazard_subtype_name,new_displacement,new_displacement_rounded,total_displacement,total_displacement_rounded,glide_numbers
LKA,Sri Lanka,2013,2013-11-21,Day,2013-11-21,Day,Sri Lanka: Wildfire - 21/11/2013,2,Weather related,2,Climatological,9,Wildfire,11,,19,19,,,
LKA,Sri Lanka,2013,2013-12-15,Day,2013-12-15,Day,Sri Lanka: Flood - 15/12/2013,2,Weather related,3,Hydrological,10,Flood,13,,21,21,,,
LKA,Sri Lanka,2014,2014-01-16,Day,2014-01-01,Month,Aralaganwila flood,2,Weather related,3,Hydrological,10,Flood,13,,100,100,,,
LKA,Sri Lanka,2014,2014-06-07,Day,2014-06-01,Month,Flood in the sabaragamuwa and western provinces,2,Weather related,3,Hydrological,10,Flood,13,,26000,26000,,,
LKA,Sri Lanka,2014,2014-10-29,Day,2014-10-29,Day,Koslanda landslide,2,Weather related,3,Hydrological,11,Mass Movement,15,,5700,5700,,,
LKA,Sri Lanka,2014,2014-12-01,Day,2014-12-01,Month,Monsoon causing floods in the north-east,2,Weather related,3,Hydrological,10,Flood,13,,120000,120000,,,
LKA,Sri Lanka,2015,2015-02-11,Day,2015-02-11,Day,Sri lanka landslides and flood (feb),2,Weather related,3,Hydrological,10,Flood,13,,172,170,,,
LKA,Sri Lanka,2015,2015-04-26,Day,2015-04-29,Day,Sri lanka floods (april),2,Weather related,3,Hydrological,10,Flood,13,,135,140,,,
LKA,Sri Lanka,2015,2015-09-25,Day,2015-09-29,Day,Sri lanka landslides and flood (september),2,Weather related,3,Hydrological,10,Flood,13,,948,950,,,
LKA,Sri Lanka,2015,2015-10-12,Day,2015-10-24,Day,Sri lanka floods (october),2,Weather related,3,Hydrological,10,Flood,13,,307,310,,,
LKA,Sri Lanka,2015,2015-11-13,Day,2015-11-17,Day,Sri lanka floods (nov),2,Weather related,3,Hydrological,10,Flood,13,,64000,64000,,,
LKA,Sri Lanka,2016,2016-01-05,Day,2016-01-07,Day,"Sri Lanka: Storms - eastern, central and northern provinces - 05/01/2016",2,Weather related,4,Meteorological,14,Storm,21,,200,200,,,
LKA,Sri Lanka,2016,2016-05-17,Day,2016-05-23,Day,Bangladesh; Sri Lanka: Tropical cyclone Roanu - 17/05/2016,2,Weather related,4,Meteorological,14,Storm,24,,500000,500000,,,
LKA,Sri Lanka,2017,2017-04-14,Day,2017-04-14,Day,Colombo Garbage Dump Collapse,2,Weather related,3,Hydrological,11,Mass Movement,15,,625,620,,,
LKA,Sri Lanka,2017,2017-05-07,Week,2017-05-07,Week,Matale storms,2,Weather related,4,Meteorological,14,Storm,21,,227,230,,,
LKA,Sri Lanka,2017,2017-05-25,Week,2017-10-13,Week,Sri Lanka: Southwest monsoon - May 2017,2,Weather related,3,Hydrological,10,Flood,13,,126733,127000,,,FL-2017-000057-LKA
LKA,Sri Lanka,2017,2017-08-26,Day,2017-08-26,Day,Sri Lanka: Eastern Province Fire - 26/08/2017,2,Weather related,2,Climatological,9,Wildfire,11,,60,60,,,
LKA,Sri Lanka,2017,2017-10-17,Day,2017-10-17,Day,Sri Lanka: Fire - Central Province- 17/10/2017,2,Weather related,2,Climatological,9,Wildfire,11,,10,10,,,
LKA,Sri Lanka,2017,2017-11-02,Day,2018-03-01,Week,Sri Lanka: Northeastern Monsoon - November 2017,2,Weather related,3,Hydrological,10,Flood,13,,4113,4100,,,
LKA,Sri Lanka,2017,2017-11-29,Day,2017-12-03,Week,Sri Lanka: Tropical Storm - 7 districts - 29/11/2017,2,Weather related,4,Meteorological,14,Storm,24,,3270,3300,,,TC-2017-000172-LKA
LKA,Sri Lanka,2018,2018-01-30,Day,2018-02-09,Day,Sri Lanka: Flood and landslide - Central Province - 30/01/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,371,370,,,
LKA,Sri Lanka,2018,2018-02-25,Day,2018-03-02,Day,Sri Lanka: flood - Eastern province - 25/02/2018,2,Weather related,3,Hydrological,10,Flood,13,,9,9,,,
LKA,Sri Lanka,2018,2018-02-27,Day,2018-03-18,Day,Sri Lanka: flood - Sabaragamuwa province - 27/02/2018,2,Weather related,4,Meteorological,14,Storm,21,,292,290,,,
LKA,Sri Lanka,2018,2018-02-28,Day,2018-03-02,Day,Sri Lanka: Heavy rains and high winds - Eastern province - 28/02/2018,2,Weather related,4,Meteorological,14,Storm,21,,1743,1700,,,
LKA,Sri Lanka,2018,2018-04-08,Day,2018-04-22,Day,Sri Lanka: Flash flood - Central province - 08/04/2018,2,Weather related,3,Hydrological,10,Flood,13,,11,11,,,
LKA,Sri Lanka,2018,2018-04-26,Day,2018-05-01,Day,Sri Lanka: rock rolling - Central province - 26/04/2018,1,Geophysical,1,Geophysical,2,Mass Movement,3,,9,9,,,
LKA,Sri Lanka,2018,2018-04-27,Day,2018-05-05,Day,Sri Lanka: high winds - North Central province - 27/04/2018,2,Weather related,4,Meteorological,14,Storm,21,,13,13,,,
LKA,Sri Lanka,2018,2018-05-02,Day,2018-05-02,Day,Sri Lanka: Storm - Oddusudan - 02/05/2018,2,Weather related,4,Meteorological,14,Storm,21,,18,18,,,
LKA,Sri Lanka,2018,2018-05-07,Day,2018-05-07,Day,Sri Lanka: Landslide - Haputhale - 07/05/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,207,210,,,
LKA,Sri Lanka,2018,2018-05-12,Day,2018-05-12,Day,Sri Lanka: Rock fall - Ehaliyagoda - 12/05/2018,1,Geophysical,1,Geophysical,2,Mass Movement,3,,30,30,,,
LKA,Sri Lanka,2018,2018-05-13,Day,2018-05-13,Day,Sri Lanka: Tre fall [storm] - Kegalle - 13/05/2018,2,Weather related,4,Meteorological,14,Storm,21,,39,39,,,
LKA,Sri Lanka,2018,2018-05-18,Week,2018-05-31,Month,Sri Lanka: Southwest monsoon - 18/05/2018,2,Weather related,3,Hydrological,10,Flood,13,,75013,75000,,,FL-2018-000060-LKA 
LKA,Sri Lanka,2018,2018-06-07,Day,2018-06-07,Day,Sri Lanka: Storm - Galle - 07/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,7,7,,,
LKA,Sri Lanka,2018,2018-06-07,Day,2018-06-07,Day,Sri Lanka: Storm - Pallepola; Matale - 07/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,
LKA,Sri Lanka,2018,2018-06-08,Day,2018-06-14,Day,Sri Lanka: Storm - Jaffna - 08/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,11,11,,,
LKA,Sri Lanka,2018,2018-06-09,Day,2018-06-09,Day,Sri Lanka: Storm - Killinochchi; Pachchilaipallai - 09/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,54,54,,,
LKA,Sri Lanka,2018,2018-06-09,Day,2018-06-12,Day,Sri Lanka: Storm - Vavuniya; Vengalacheddikulam - 09/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,14,14,,,
LKA,Sri Lanka,2018,2018-06-10,Day,2018-06-11,Day,Sri Lanka: Storm - Kurunegala - 10/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,35,35,,,
LKA,Sri Lanka,2018,2018-06-11,Day,2018-06-11,Day,Sri Lanka: Storm - Balangoda; Opanayaka; Rathnapura - 11/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,81,81,,,
LKA,Sri Lanka,2018,2018-06-17,Day,2018-06-17,Day,Sri Lanka: Storm - Ampara - 17/06/2018,2,Weather related,4,Meteorological,14,Storm,21,,53,53,,,
LKA,Sri Lanka,2018,2018-07-02,Day,2018-07-02,Day,Sri Lanka: Storm - Koralaipattu North; Batticaloa - 02/07/2018,2,Weather related,4,Meteorological,14,Storm,21,,95,95,,,
LKA,Sri Lanka,2018,2018-07-08,Day,2018-07-08,Day,Sri Lanka: Storm - Nagoda; Galle - 08/07/2018,2,Weather related,4,Meteorological,14,Storm,21,,7,7,,,
LKA,Sri Lanka,2018,2018-07-11,Day,2018-07-11,Day,Sri Lanka: Storm - Colombo - 11/07/2018,2,Weather related,4,Meteorological,14,Storm,21,,39,39,,,
LKA,Sri Lanka,2018,2018-08-02,Day,2018-08-02,Day,Sri Lanka: Storm - Samanthurai; Ampara - 02/08/2018,2,Weather related,4,Meteorological,14,Storm,21,,46,46,,,
LKA,Sri Lanka,2018,2018-08-13,Day,2018-08-14,Week,Sri Lanka: Landslide risk - Ambagamuwa; Nuwara Eliya; Nuwara Eliya - 13/08/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,472,470,,,
LKA,Sri Lanka,2018,2018-08-13,Day,2018-08-24,Week,Sri Lanka: Storms - Jaffna; Killinochchi; Mulaitivu; Kurunegala; Kegalle; Rathnapura; Kalutara; Gampaha - 13/08/2018,2,Weather related,4,Meteorological,14,Storm,21,,95,95,,,
LKA,Sri Lanka,2018,2018-08-14,Day,2018-08-15,Day,Sri Lanka: Storm; Landslide risk - Kandy - 14/08/2018,2,Weather related,4,Meteorological,14,Storm,21,,46,46,,,
LKA,Sri Lanka,2018,2018-09-06,Day,2018-09-06,Day,Sri Lanka: Storm - Koralaipattu North; Batticaloa; Eastern - 06/09/2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,
LKA,Sri Lanka,2018,2018-09-10,Day,2018-09-10,Day,Sri Lanka: Storm - Kahatagasdigiliya; Anuradhapura - 10/09/2018,2,Weather related,4,Meteorological,14,Storm,21,,14,14,,,
LKA,Sri Lanka,2018,2018-09-23,Day,2018-09-23,Day,Sri Lanka: Storm - Vavuniya; Anuradhapura; Hambantota; Kegalle; Rathnapura - 21/09/2018 ,2,Weather related,4,Meteorological,14,Storm,21,,14,14,,,
LKA,Sri Lanka,2018,2018-09-25,Day,2018-09-25,Day,Sri Lanka: Flash flood - Jayawardhanapura; Colombo - 25/09/2018,2,Weather related,3,Hydrological,10,Flood,13,,140,140,,,
LKA,Sri Lanka,2018,2018-09-27,Day,2018-09-27,Day,Sri Lanka: Storm - Kurunegala; Kurunegala - 27/09/2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,
LKA,Sri Lanka,2018,2018-09-28,Day,2018-10-01,Day,Sri Lanka: Storms - Kegalle; Galle; Hambantota; Kandy; Batticaloa; Puttalam; Kurunegala - 28/09/2018,2,Weather related,4,Meteorological,14,Storm,21,,11,11,,,
LKA,Sri Lanka,2018,2018-09-29,Day,2018-09-30,Week,Sri Lanka: Flood - Akurana; Kandy - 29/09/2018,2,Weather related,3,Hydrological,10,Flood,13,,83,83,,,
LKA,Sri Lanka,2018,2018-10-03,Day,2018-10-03,Week,Sri Lanka: Landslide risk - Nuwara Eliya; Nuwara Eliya - 03/10/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,58,58,,,
LKA,Sri Lanka,2018,2018-10-06,Day,2018-10-08,Week,Sri Lanka: Flood - Colombo; Kalutara; Galle; Gampaha; Mannar; Kandy - 06/10/2018,2,Weather related,3,Hydrological,10,Flood,13,,15842,16000,,,
LKA,Sri Lanka,2018,2018-10-08,Day,2018-10-08,Day,Sri Lanka: Storm - Haldummulle; Badulla - 08/10/2018,2,Weather related,4,Meteorological,14,Storm,21,,29,29,,,
LKA,Sri Lanka,2018,2018-10-10,Day,2018-10-10,Day,Sri lanka: Storm - Mallawapitiya; Kurunegala - 10/10/2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,
LKA,Sri Lanka,2018,2018-10-11,Day,2018-10-11,Day,Sri Lanka: Storm - Ratthota; Matale - 11/10/2109,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,
LKA,Sri Lanka,2018,2018-10-13,Day,2018-10-13,Day,Sri Lanka: Landslide - Delthota; Kandy - 13/10/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,20,20,,,
LKA,Sri Lanka,2018,2018-10-13,Day,2018-10-13,Week,Sri Lanka: Landslide risk - Pathahewahata; Kandy - 13/10/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,55,55,,,
LKA,Sri Lanka,2018,2018-10-15,Day,2018-10-15,Day,Sri Lanka: Landslide - Ambagamuwa; Nuwara Eliya - 15/10/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,15,15,,,
LKA,Sri Lanka,2018,2018-10-20,Day,2018-10-21,Day,Sri Lanka: Storm - Nuwara Eliya; Matale; Kandy; Kegalle - 20/10/2018,2,Weather related,4,Meteorological,14,Storm,21,,30,30,,,
LKA,Sri Lanka,2018,2018-10-21,Day,2018-10-21,Day,Sri Lanka: Landslide - Haguranketha; Nuwara Eliya - 21/10/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,14,14,,,
LKA,Sri Lanka,2018,2018-10-21,Day,2018-10-21,Week,Sri Lanka: Landslide risk - Panvila; Kandy - 21/10/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,120,120,,,
LKA,Sri Lanka,2018,2018-10-21,Day,2018-10-21,Day,Sri Lanka: Storm - Kurunegala; Panduwasnuwara West; Kurunegala - 21/10/2018,2,Weather related,4,Meteorological,14,Storm,21,,14,14,,,
LKA,Sri Lanka,2018,2018-10-22,Day,2018-10-22,Week,Sri Lanka: Landslide risk - Walapane; Nuwara Eliya - 22/10/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,38,38,,,
LKA,Sri Lanka,2018,2018-10-23,Day,2018-10-23,Day,Sri lanka: Storm - Bamunakotuwa; Kurunegala - 23/10/2018,2,Weather related,4,Meteorological,14,Storm,21,,7,7,,,
LKA,Sri Lanka,2018,2018-10-24,Day,2018-10-24,Day,Sri lanka: Storm - Kotawehera; Kurunegala - 24/10/2018,2,Weather related,4,Meteorological,14,Storm,21,,7,7,,,
LKA,Sri Lanka,2018,2018-10-28,Day,2018-10-28,Day,Sri Lanka: Landslide - Delthota; Kandy - 28/10/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,4,4,,,
LKA,Sri Lanka,2018,2018-10-28,Day,2018-10-28,Day,Sri Lanka: Storm - Vengalacheddikulam; Vavuniya - 28/10/2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,
LKA,Sri Lanka,2018,2018-11-01,Day,2018-11-01,Day,Sri Lanka: Storm - Abanganga Koralaya; Matale - 01/11/2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,
LKA,Sri Lanka,2018,2018-11-01,Day,2018-11-01,Day,Sri Lanka: Storm - Divulapitiya; Gampaha - 01/11/2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,
LKA,Sri Lanka,2018,2018-11-01,Day,2018-11-06,Day,Sri Lanka: Flood - Puttalam - 01/11/2018,2,Weather related,3,Hydrological,10,Flood,13,,210,210,,,
LKA,Sri Lanka,2018,2018-11-05,Day,2018-11-05,Day,Sri Lanka: Storm - Akurana; Kandy - 05/11/2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,
LKA,Sri Lanka,2018,2018-11-06,Day,2018-11-07,Day,Sri Lanka: Flood - Batticalao - 06/11/2018,2,Weather related,3,Hydrological,10,Flood,13,,2546,2500,,,
LKA,Sri Lanka,2018,2018-11-06,Day,2018-11-07,Day,Sri Lanka: Storm [cutting failure] - Udapalatha; Kandy - 06/11/2018,2,Weather related,4,Meteorological,14,Storm,21,,38,38,,,
LKA,Sri Lanka,2018,2018-11-06,Day,2018-11-08,Day,Sri Lanka: Flash flood - Trincomalee - 06/11/2018,2,Weather related,3,Hydrological,10,Flood,13,,33,33,,,
LKA,Sri Lanka,2018,2018-11-06,Day,2018-11-18,Day,Sri Lanka: Storm - Galewela; Matale - November 2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,
LKA,Sri Lanka,2018,2018-11-07,Day,2018-11-07,Day,Sri Lanka: Flood - Mulaitivu - 07/11/2018,2,Weather related,3,Hydrological,10,Flood,13,,383,380,,,
LKA,Sri Lanka,2018,2018-11-07,Day,2018-11-07,Day,Sri Lanka: Storm [cutting failure] - Kegalle; Kegalle - 07/11/2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,
LKA,Sri Lanka,2018,2018-11-08,Day,2018-11-08,Day,Sri Lanka: Flood - Killinochchi - 08/11/2018,2,Weather related,3,Hydrological,10,Flood,13,,552,550,,,
LKA,Sri Lanka,2018,2018-11-08,Day,2018-11-08,Day,Sri Lanka: Storm [cutting failure] - Hankuranketha; Nuwara Eliya - 08/11/2018,2,Weather related,4,Meteorological,14,Storm,21,,9,9,,,
LKA,Sri Lanka,2018,2018-11-09,Day,2018-11-09,Day,Sri Lanka: Rock fall - Rattota; Matale - 09/11/2018,1,Geophysical,1,Geophysical,2,Mass Movement,3,,70,70,,,
LKA,Sri Lanka,2018,2018-11-09,Day,2018-11-09,Day,Sri Lanka: Storm - Mannar - 09/11/2018,2,Weather related,4,Meteorological,14,Storm,21,,110,110,,,
LKA,Sri Lanka,2018,2018-11-15,Day,2018-11-18,Day,India; Sri Lanka: Tropical Cyclone Gaja - 15/11/2018,2,Weather related,4,Meteorological,14,Storm,24,,105,100,,,TC-2018-000413-IND
LKA,Sri Lanka,2018,2018-11-17,Day,2018-11-17,Day,Sri Lanka: Storm [cutting failure] - Delthota; Kandy - 17/11/2018,2,Weather related,4,Meteorological,14,Storm,21,,19,19,,,
LKA,Sri Lanka,2018,2018-11-17,Day,2018-11-20,Day,Sri Lanka: Storm - Dimbulagala; Polonnaruwa - 17/11/2018,2,Weather related,4,Meteorological,14,Storm,21,,7,7,,,
LKA,Sri Lanka,2018,2018-11-18,Day,2018-11-18,Day,Sri Lanka: Flood [post-Gaja] - Chavakachceri; Jaffna - 18/11/2018,2,Weather related,3,Hydrological,10,Flood,13,,47,47,,,
LKA,Sri Lanka,2018,2018-11-20,Day,2018-11-20,Day,Sri Lanka: Storm [cutting failure] - Ududumbara; Kandy - 20/11/2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,
LKA,Sri Lanka,2018,2018-11-22,Day,2018-11-23,Week,Sri Lanka: Flood - Kurunagala; Matale - 22/11/2018,2,Weather related,3,Hydrological,10,Flood,13,,351,350,,,
LKA,Sri Lanka,2018,2018-11-23,Day,2018-11-23,Day,Sri Lanka: Storm [cutting failure] - Medadumbara; Kandy - 23/11/2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,
LKA,Sri Lanka,2018,2018-11-24,Day,2018-11-24,Day,Sri Lanka: Storm - Meerigama; Gampaha - 24/11/2018,2,Weather related,4,Meteorological,14,Storm,21,,4,4,,,
LKA,Sri Lanka,2018,2018-11-26,Day,2018-11-26,Day,Sri Lanka: Storm [cutting failure] - Badalkumbura; Moneragala - 26/11/2018,2,Weather related,4,Meteorological,14,Storm,21,,32,32,,,
LKA,Sri Lanka,2018,2018-12-21,Week,2018-12-25,Week,Sri Lanka: Flash flood - Mullaitivu; Killinochchi; Mannar; Matale; Vavuniya; Jaffna - 21/12/2018,2,Weather related,3,Hydrological,10,Flood,13,,13128,13000,,,FL-2018-000425-LKA
LKA,Sri Lanka,2018,2018-12-24,Day,2018-12-24,Day,Sri Lanka: Landslide - Aranayake; Kegale - 24/12/2018,2,Weather related,3,Hydrological,11,Mass Movement,15,,4,4,,,
LKA,Sri Lanka,2019,2019-01-14,Day,2019-01-14,Day,Sri Lanka: Flood - Manmunai North; Manmunai Pattu; Manmunai South West; Poratheevu Pattu; Batticaloa - 14/01/2019,2,Weather related,3,Hydrological,10,Flood,13,,110,110,3,3,
LKA,Sri Lanka,2019,2019-03-04,Day,2019-03-04,Day,Sri Lanka: Flash flood - Kadawathsathara; Galle - 04/03/2019,2,Weather related,3,Hydrological,10,Flood,13,,3,3,3,3,
LKA,Sri Lanka,2019,2019-03-18,Day,2019-03-18,Day,Sri Lanka: Landslide risk - Balangoda; Rathnapura - 18/03/2019,2,Weather related,3,Hydrological,11,Mass Movement,15,,58,58,,,
LKA,Sri Lanka,2019,2019-03-22,Day,2019-03-22,Day,Sri Lanka: Storm - Ayagama; Rathnapura - 22/03/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-04-17,Day,2019-04-17,Day,Sri Lanka: Storm - Divulapitaiya; Gampaha - 17/04/2019,2,Weather related,4,Meteorological,14,Storm,21,,21,21,21,21,
LKA,Sri Lanka,2019,2019-04-17,Day,2019-04-17,Day,Sri Lanka: Storm - Gampaha - 17/04/2019,2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,
LKA,Sri Lanka,2019,2019-04-19,Day,2019-04-24,Day,Sri Lanka: Storm - Ipalogama; Anuradhapura - 19/04/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,,,
LKA,Sri Lanka,2019,2019-04-20,Day,2019-04-20,Day,Sri Lanka: Storm - Dompe; Gampaha - 20/04/2019,2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,
LKA,Sri Lanka,2019,2019-04-22,Day,2019-04-22,Day,Sri Lanka: Storm - Palindanuwara; Kalutara - 22/04/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-04-23,Day,2019-04-23,Day,Sri Lanka: Storm - Welioya; Mullaitivu - 23/04/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-04-24,Day,2019-04-24,Day,Sri Lanka: Storm - Ambagamuwa; Nuwara Eliya - 24/04/2019,2,Weather related,4,Meteorological,14,Storm,21,,97,97,97,97,
LKA,Sri Lanka,2019,2019-04-25,Day,2019-04-25,Day,Sri Lanka: Storm - Kuruwita; Ratnapura - 25/04/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-04-26,Day,2019-04-26,Day,Sri Lanka: Landslide - Balangoda; Rathnapura - 26/04/2019,2,Weather related,3,Hydrological,11,Mass Movement,15,,114,110,,,
LKA,Sri Lanka,2019,2019-04-28,Day,2019-04-30,Day,Sri Lanka: Storm - Manmunai West; Batticaloa; Kinniya; Trincomalee; Thangalla; Hambantota; Hoowupathana; Anuradhapura  - 28/04/2019,2,Weather related,4,Meteorological,14,Storm,21,,100,100,100,100,
LKA,Sri Lanka,2019,2019-05-04,Day,2019-05-05,Day,Sri Lanka: Storm - Dimbulagala; Polonnaruwa - 04/05/2019 ,2,Weather related,4,Meteorological,14,Storm,21,,14,14,14,14,
